ID,Breed,Breed_Size,Sex,Age,Weight_lbs,SpayNeuter_Status,Daily_Activity_Level,Diet,Food_Brand,Daily_Walk_Distance_miles,Other_Pets_in_Household,Medications,Seizures,Hours_of_Sleep,Play_Time_hrs,Owner_Activity_Level,Annual_Vet_Visits,Average_Temperature_F,Synthetic,Healthy
726,German_Shepherd,Large,Male,10.0,61.0,Neutered,Very_Active,Home_cooked,Special,2.0,No,No,No,9.0,2.0,Active,0.0,70.0,Yes,Yes
727,Yorkshire_Terrier,Small,Male,10.0,49.0,Spayed,Moderate,Wet_food,Blue_Buffalo,6.0,No,No,No,,2.0,Very_Active,0.0,76.0,Yes,No
728,Poodle,Small,Female,10.0,65.0,,Very_Active,Hard_food,Nutro,0.0,No,No,No,11.0,2.0,Very_Active,1.0,44.0,Yes,Yes
729,Poodle,Small,Male,1.0,62.0,Neutered,Moderate,Home_cooked,Special,2.0,Yes,,No,12.0,2.0,Moderate,4.0,39.0,Yes,Yes
730,Labrador_Retriever,Large,Male,10.0,81.0,,Very_Active,Special_diet,Royal_Canin,4.0,No,No,No,10.0,2.0,Active,0.0,62.0,Yes,No
731,Boxer,Medium,Female,11.0,37.0,Neutered,Low,Special_diet,Nutro,7.0,Yes,Yes,No,9.0,2.0,,2.0,73.0,Yes,Yes
732,Doberman,Large,Male,9.0,33.0,,Active,Wet_food,Hills_Science,3.0,Yes,Yes,No,12.0,0.0,Very_Active,1.0,36.0,Yes,No
733,Australian_Shepherd,Medium,Female,1.0,45.0,Neutered,Moderate,Special_diet,Iams,0.0,Yes,No,No,12.0,0.0,Moderate,2.0,61.0,Yes,Yes
734,Boxer,Medium,Female,2.0,44.0,,Very_Active,Wet_food,Hills_Science,4.0,Yes,Yes,No,,3.0,Active,2.0,,Yes,Yes
735,Bulldog,Medium,Female,2.0,45.0,,Active,Home_cooked,Special,3.0,No,No,No,9.0,1.0,Active,0.0,55.0,Yes,Yes
736,Bulldog,Medium,Male,6.0,32.0,,,Home_cooked,Special,4.0,No,No,No,,1.0,,1.0,56.0,Yes,Yes
737,Siberian_Husky,Medium,Male,7.0,43.0,Spayed,Low,Home_cooked,Special,5.0,No,No,No,12.0,0.0,Active,1.0,49.0,Yes,
738,Bulldog,Medium,Male,10.0,65.0,Spayed,Active,Wet_food,Pedigree,1.0,Yes,Yes,No,9.0,2.0,Active,1.0,65.0,Yes,Yes
739,Boxer,Medium,Male,8.0,57.0,Spayed,,Hard_food,Purina,3.0,Yes,Yes,No,12.0,1.0,Very_Active,0.0,53.0,Yes,No
740,Boxer,Medium,Male,1.0,,Neutered,Active,Home_cooked,Special,4.0,No,No,Yes,10.0,1.0,Very_Active,1.0,70.0,Yes,
741,Doberman,Large,Female,8.0,,Spayed,,Wet_food,Pedigree,3.0,No,No,No,12.0,2.0,Active,2.0,90.0,Yes,Yes
742,Boxer,Medium,Male,2.0,64.0,Neutered,Low,Wet_food,Pedigree,3.0,Yes,Yes,Yes,11.0,2.0,Low,2.0,59.0,,No
743,Labrador_Retriever,Large,Female,10.0,35.0,Spayed,,Home_cooked,,2.0,No,No,No,11.0,,Moderate,4.0,70.0,Yes,Yes
744,Golden_Retriever,Large,Male,1.0,50.0,,,Special_diet,Iams,1.0,No,No,No,12.0,2.0,,0.0,81.0,Yes,No
745,Chihuahua,Small,Female,6.0,51.0,Spayed,Very_Active,Home_cooked,Special,0.0,Yes,Yes,No,11.0,1.0,Active,1.0,76.0,Yes,Yes
746,Chihuahua,Small,Male,1.0,39.0,,,Special_diet,Iams,3.0,Yes,No,No,12.0,1.0,Very_Active,2.0,55.0,Yes,Yes
747,Dachshund,Small,Female,5.0,76.0,Spayed,Low,Wet_food,Royal_Canin,2.0,Yes,Yes,No,10.0,1.0,Very_Active,3.0,66.0,Yes,Yes
748,Doberman,Large,Female,4.0,48.0,Spayed,Low,Wet_food,Iams,5.0,No,No,No,11.0,2.0,Active,0.0,64.0,Yes,Yes
749,Great_Dane,Large,Male,6.0,48.0,Neutered,Very_Active,Home_cooked,Special,2.0,Yes,No,No,10.0,0.0,Very_Active,1.0,100.0,Yes,Yes
750,Great_Dane,Large,Female,1.0,64.0,Neutered,Low,Special_diet,Hills_Science,2.0,No,No,No,11.0,2.0,Active,1.0,44.0,Yes,Yes
751,Poodle,Small,Male,11.0,25.0,Spayed,,Hard_food,Purina,2.0,No,No,No,11.0,,Low,1.0,68.0,Yes,Yes
752,Rottweiler,Large,Female,3.0,22.0,,Active,Home_cooked,Special,5.0,No,No,No,12.0,,Moderate,0.0,83.0,,Yes
753,Great_Dane,Large,Female,9.0,55.0,Neutered,Active,Home_cooked,Special,3.0,No,No,No,11.0,1.0,Moderate,1.0,43.0,Yes,Yes
754,Australian_Shepherd,Medium,Male,2.0,58.0,,Very_Active,Home_cooked,Special,2.0,No,Yes,No,11.0,1.0,,0.0,82.0,Yes,Yes
755,Dachshund,Small,Female,3.0,61.0,Neutered,Moderate,Home_cooked,Special,4.0,Yes,Yes,No,12.0,2.0,Very_Active,1.0,61.0,Yes,Yes
756,Poodle,Small,,6.0,41.0,Neutered,Moderate,Wet_food,Nutro,2.0,Yes,No,No,10.0,1.0,,0.0,53.0,Yes,Yes
757,Golden_Retriever,Large,Male,12.0,59.0,,Moderate,Wet_food,Pedigree,1.0,Yes,No,No,10.0,1.0,,1.0,89.0,Yes,No
758,Siberian_Husky,Medium,,9.0,69.0,Neutered,,Wet_food,Pedigree,2.0,Yes,No,No,14.0,1.0,,2.0,59.0,Yes,Yes
759,Siberian_Husky,Medium,Male,9.0,60.0,Neutered,Very_Active,Wet_food,Iams,4.0,No,No,No,12.0,1.0,Very_Active,1.0,85.0,,Yes
760,Doberman,Large,Female,9.0,60.0,Neutered,Active,Wet_food,Pedigree,2.0,Yes,No,No,12.0,2.0,Low,3.0,67.0,Yes,Yes
761,Australian_Shepherd,Medium,Female,11.0,44.0,Neutered,Active,Special_diet,Royal_Canin,3.0,Yes,No,No,12.0,1.0,Moderate,0.0,69.0,Yes,Yes
762,Australian_Shepherd,,Female,8.0,44.0,Neutered,Active,Hard_food,Blue_Buffalo,2.0,No,No,No,11.0,1.0,Active,1.0,57.0,Yes,Yes
763,Beagle,Small,Male,6.0,66.0,Neutered,Active,Home_cooked,Special,1.0,Yes,Yes,No,10.0,2.0,Very_Active,,66.0,Yes,
764,Beagle,Small,Female,3.0,73.0,Neutered,Moderate,Special_diet,Purina,0.0,Yes,Yes,No,14.0,2.0,Active,3.0,39.0,Yes,Yes
765,Doberman,Large,Male,1.0,64.0,,Very_Active,Special_diet,Nutro,3.0,No,Yes,Yes,11.0,2.0,Low,0.0,78.0,Yes,No
766,Rottweiler,Large,Male,3.0,56.0,Neutered,Active,Wet_food,Hills_Science,3.0,No,Yes,No,11.0,1.0,Very_Active,1.0,58.0,Yes,Yes
767,Beagle,,Male,3.0,66.0,Neutered,Very_Active,Home_cooked,Special,2.0,No,Yes,No,11.0,1.0,Very_Active,0.0,57.0,Yes,Yes
768,German_Shepherd,Large,Female,13.0,48.0,,Very_Active,Wet_food,,5.0,No,Yes,No,10.0,2.0,Active,1.0,38.0,Yes,No
769,Bulldog,Medium,Male,12.0,55.0,Spayed,Very_Active,Special_diet,Pedigree,2.0,Yes,Yes,No,11.0,1.0,Low,2.0,52.0,Yes,Yes
770,,Large,Female,,63.0,,Active,Wet_food,Royal_Canin,2.0,No,No,No,12.0,0.0,Active,1.0,68.0,Yes,Yes
771,Labrador_Retriever,Large,Female,5.0,48.0,Spayed,,Special_diet,Wellness,3.0,Yes,Yes,No,10.0,1.0,Active,1.0,60.0,Yes,Yes
772,Labrador_Retriever,Large,Male,8.0,75.0,Spayed,Active,Wet_food,Blue_Buffalo,3.0,Yes,No,No,11.0,1.0,Very_Active,3.0,67.0,Yes,Yes
773,Chihuahua,Small,Female,12.0,40.0,,Moderate,Wet_food,,4.0,No,Yes,No,9.0,2.0,Active,2.0,,Yes,No
774,Great_Dane,Large,Male,6.0,44.0,,,Home_cooked,Special,3.0,No,No,No,9.0,2.0,Moderate,1.0,57.0,Yes,Yes
775,Chihuahua,Small,Male,3.0,62.0,Spayed,,Home_cooked,Special,4.0,Yes,Yes,No,9.0,2.0,Active,0.0,76.0,,Yes
776,Siberian_Husky,Medium,Male,4.0,46.0,Spayed,Moderate,Wet_food,Nutro,1.0,No,Yes,No,11.0,,,2.0,100.0,Yes,Yes
777,Golden_Retriever,Large,Male,2.0,34.0,Spayed,Active,Wet_food,Iams,3.0,No,Yes,No,11.0,2.0,Active,1.0,,Yes,Yes
778,Doberman,Large,Female,8.0,32.0,Spayed,Active,Home_cooked,Special,1.0,Yes,Yes,No,12.0,2.0,Moderate,2.0,59.0,Yes,Yes
779,Siberian_Husky,Medium,Female,8.0,47.0,,,Home_cooked,Special,0.0,No,Yes,No,10.0,2.0,Moderate,1.0,52.0,Yes,Yes
780,Doberman,Large,Male,13.0,42.0,,,Home_cooked,Special,2.0,Yes,Yes,No,13.0,2.0,,0.0,85.0,Yes,No
781,Siberian_Husky,Medium,Male,10.0,43.0,Neutered,Active,Hard_food,Purina,3.0,No,No,No,8.0,3.0,,2.0,35.0,Yes,Yes
782,Yorkshire_Terrier,Small,Female,12.0,77.0,Neutered,,Special_diet,Blue_Buffalo,1.0,No,Yes,No,11.0,3.0,Low,1.0,69.0,Yes,Yes
783,Siberian_Husky,Medium,Male,10.0,43.0,,Low,Wet_food,Purina,0.0,No,Yes,No,10.0,2.0,Active,1.0,75.0,Yes,No
784,Bulldog,Medium,Male,7.0,43.0,Spayed,Moderate,Special_diet,Purina,6.0,No,No,No,11.0,1.0,Low,2.0,58.0,Yes,Yes
785,Dachshund,Small,Female,9.0,43.0,Neutered,Very_Active,Hard_food,,1.0,No,Yes,No,11.0,,,1.0,88.0,Yes,Yes
786,Boxer,,Male,2.0,52.0,Spayed,Very_Active,Hard_food,Pedigree,2.0,No,Yes,No,8.0,2.0,Active,0.0,57.0,Yes,Yes
787,Bulldog,Medium,Female,10.0,55.0,,Very_Active,Hard_food,Royal_Canin,1.0,Yes,No,No,12.0,1.0,Active,2.0,51.0,Yes,
788,Yorkshire_Terrier,Small,Female,9.0,36.0,Spayed,Moderate,Special_diet,Royal_Canin,2.0,Yes,Yes,No,11.0,0.0,Very_Active,2.0,55.0,Yes,Yes
789,Siberian_Husky,Medium,Female,13.0,33.0,,Very_Active,Wet_food,Blue_Buffalo,2.0,No,Yes,No,10.0,3.0,Active,0.0,82.0,Yes,No
790,Boxer,Medium,Female,3.0,89.0,Spayed,Low,Wet_food,Nutro,0.0,No,Yes,No,9.0,2.0,Low,3.0,63.0,Yes,No
791,Yorkshire_Terrier,Small,Female,2.0,58.0,,Active,Wet_food,Hills_Science,3.0,No,Yes,No,10.0,2.0,Low,3.0,76.0,Yes,Yes
792,Yorkshire_Terrier,Small,Female,4.0,31.0,,,Special_diet,Iams,0.0,No,No,No,13.0,2.0,,0.0,55.0,Yes,Yes
793,Dachshund,Small,Female,2.0,64.0,Spayed,,Wet_food,Wellness,0.0,Yes,Yes,No,11.0,3.0,,0.0,56.0,Yes,No
794,Labrador_Retriever,Large,Male,6.0,55.0,Neutered,Low,Wet_food,Hills_Science,3.0,No,Yes,No,13.0,0.0,,1.0,56.0,Yes,Yes
795,Australian_Shepherd,Medium,Female,,,,Active,Special_diet,Iams,3.0,Yes,Yes,No,10.0,2.0,Low,1.0,67.0,Yes,Yes
796,Bulldog,Medium,Female,,64.0,,Moderate,Hard_food,Blue_Buffalo,1.0,No,Yes,No,9.0,1.0,Active,2.0,46.0,Yes,No
797,Doberman,Large,Female,11.0,39.0,,Active,Home_cooked,Special,2.0,No,No,No,13.0,0.0,,1.0,62.0,Yes,Yes
798,Doberman,Large,Male,2.0,49.0,Spayed,Very_Active,Home_cooked,Special,3.0,No,No,Yes,11.0,2.0,Very_Active,3.0,59.0,Yes,Yes
799,Golden_Retriever,Large,Female,9.0,44.0,Neutered,,Wet_food,Purina,4.0,No,No,No,10.0,3.0,Moderate,3.0,64.0,Yes,Yes
800,,Large,Male,6.0,56.0,Neutered,Very_Active,Hard_food,Royal_Canin,2.0,Yes,Yes,No,12.0,3.0,Low,2.0,75.0,Yes,Yes
801,Dachshund,Small,Male,7.0,53.0,Spayed,Moderate,Hard_food,Purina,3.0,No,Yes,No,10.0,1.0,Active,1.0,76.0,Yes,Yes
802,Rottweiler,Large,Female,8.0,48.0,Neutered,Low,Special_diet,Nutro,4.0,Yes,No,No,10.0,0.0,Moderate,2.0,81.0,Yes,Yes
803,Boxer,Medium,Female,11.0,74.0,Neutered,,Wet_food,Pedigree,1.0,No,No,No,13.0,0.0,,2.0,82.0,Yes,Yes
804,Golden_Retriever,Large,Female,12.0,51.0,Neutered,,Hard_food,Royal_Canin,4.0,No,No,No,13.0,1.0,Active,1.0,50.0,Yes,Yes
805,Poodle,Small,Female,12.0,56.0,,Moderate,Wet_food,Hills_Science,3.0,Yes,No,No,13.0,1.0,Active,0.0,66.0,Yes,No
806,Bulldog,Medium,Male,10.0,42.0,Spayed,,Wet_food,Blue_Buffalo,5.0,No,Yes,Yes,12.0,0.0,Very_Active,1.0,,Yes,No
807,Poodle,Small,Male,8.0,66.0,Neutered,Moderate,Special_diet,Wellness,3.0,Yes,Yes,No,9.0,3.0,Low,3.0,53.0,Yes,Yes
808,Dachshund,Small,Male,2.0,61.0,Neutered,Active,Wet_food,Wellness,3.0,No,Yes,No,10.0,2.0,,0.0,66.0,Yes,Yes
809,Beagle,Small,Male,9.0,69.0,Neutered,Very_Active,Hard_food,,3.0,Yes,No,No,13.0,1.0,Moderate,1.0,65.0,Yes,Yes
810,Siberian_Husky,Medium,Female,1.0,74.0,Spayed,Active,,Royal_Canin,1.0,,,No,13.0,3.0,Moderate,1.0,100.0,Yes,
811,Australian_Shepherd,Medium,Female,2.0,10.0,Neutered,,Wet_food,Hills_Science,3.0,Yes,Yes,No,10.0,1.0,,1.0,55.0,Yes,No
812,Siberian_Husky,Medium,Female,2.0,,,Moderate,Home_cooked,Special,1.0,No,Yes,No,11.0,2.0,Moderate,1.0,62.0,Yes,Yes
813,German_Shepherd,Large,Male,10.0,64.0,Neutered,Active,Hard_food,Iams,3.0,No,No,No,12.0,1.0,Moderate,2.0,83.0,Yes,Yes
814,Beagle,Small,Female,3.0,56.0,Spayed,Very_Active,Special_diet,Iams,3.0,Yes,No,No,13.0,,Moderate,2.0,59.0,Yes,Yes
815,Bulldog,Medium,Male,5.0,51.0,,Moderate,Wet_food,Purina,5.0,No,Yes,No,14.0,1.0,Low,0.0,,Yes,No
816,Siberian_Husky,Medium,Male,7.0,45.0,,Very_Active,Home_cooked,Special,4.0,No,Yes,No,11.0,2.0,Very_Active,0.0,35.0,Yes,Yes
817,Dachshund,Small,Female,11.0,47.0,,Very_Active,Wet_food,Nutro,2.0,Yes,Yes,No,10.0,1.0,Active,3.0,59.0,Yes,No
818,Rottweiler,Large,Female,,46.0,Spayed,,Special_diet,Royal_Canin,1.0,No,No,No,12.0,2.0,Very_Active,2.0,86.0,Yes,Yes
819,Golden_Retriever,Large,Male,2.0,34.0,Spayed,Very_Active,Special_diet,Wellness,6.0,Yes,No,No,11.0,2.0,Active,0.0,,Yes,Yes
820,Yorkshire_Terrier,Small,Male,1.0,55.0,Spayed,Very_Active,Home_cooked,Special,,Yes,No,No,12.0,2.0,Very_Active,0.0,53.0,Yes,Yes
821,German_Shepherd,Large,Male,3.0,30.0,Neutered,Moderate,Wet_food,Iams,5.0,Yes,No,No,12.0,1.0,Active,2.0,55.0,Yes,Yes
822,Siberian_Husky,Medium,Male,,81.0,Spayed,Active,Home_cooked,Special,4.0,No,No,No,11.0,4.0,Moderate,3.0,81.0,Yes,Yes
823,Golden_Retriever,Large,Male,10.0,44.0,Neutered,Active,Home_cooked,Special,2.0,Yes,No,No,8.0,3.0,,2.0,55.0,Yes,Yes
824,Australian_Shepherd,Medium,Female,5.0,63.0,,Low,Special_diet,Hills_Science,5.0,No,Yes,No,10.0,2.0,Active,1.0,54.0,Yes,Yes
825,Chihuahua,Small,,4.0,48.0,,,Hard_food,Blue_Buffalo,1.0,Yes,Yes,No,11.0,2.0,Very_Active,0.0,61.0,Yes,No
826,Beagle,Small,Male,1.0,55.0,Neutered,Active,Home_cooked,Special,0.0,Yes,Yes,No,12.0,0.0,Very_Active,0.0,39.0,Yes,Yes
827,Poodle,Small,Male,13.0,56.0,,Low,Special_diet,Nutro,3.0,Yes,No,No,11.0,3.0,Moderate,1.0,60.0,Yes,Yes
828,Golden_Retriever,Large,Male,10.0,62.0,Spayed,,Special_diet,Purina,3.0,Yes,Yes,No,11.0,2.0,Very_Active,2.0,55.0,Yes,Yes
829,Dachshund,Small,Male,4.0,21.0,Neutered,,Home_cooked,Special,3.0,No,No,No,12.0,2.0,Active,2.0,69.0,Yes,Yes
830,Boxer,Medium,Male,4.0,42.0,Spayed,Active,Hard_food,Royal_Canin,2.0,No,Yes,No,11.0,0.0,Active,4.0,72.0,Yes,Yes
831,Rottweiler,,Female,1.0,79.0,,,Special_diet,Nutro,3.0,No,No,No,9.0,2.0,,2.0,70.0,Yes,Yes
832,German_Shepherd,Large,Female,4.0,50.0,Neutered,Very_Active,Wet_food,Nutro,3.0,Yes,No,No,9.0,2.0,Moderate,0.0,47.0,Yes,Yes
833,Beagle,Small,Female,9.0,41.0,Neutered,Very_Active,Hard_food,Nutro,5.0,No,No,No,11.0,2.0,Moderate,1.0,50.0,Yes,Yes
834,Bulldog,Medium,Male,9.0,43.0,,Low,Home_cooked,Special,2.0,No,Yes,No,10.0,2.0,Active,2.0,55.0,Yes,No
835,Yorkshire_Terrier,Small,Female,1.0,,,Very_Active,Hard_food,Hills_Science,3.0,Yes,Yes,,13.0,0.0,Moderate,2.0,97.0,Yes,No
836,Beagle,Small,Female,8.0,30.0,,Active,Hard_food,Iams,2.0,No,Yes,No,9.0,2.0,Moderate,0.0,77.0,Yes,No
837,Boxer,Medium,Male,8.0,49.0,Spayed,Very_Active,Home_cooked,Special,4.0,No,No,No,13.0,0.0,Very_Active,0.0,80.0,Yes,Yes
838,Boxer,Medium,Female,3.0,26.0,,,Special_diet,Blue_Buffalo,,Yes,No,Yes,12.0,0.0,,2.0,62.0,Yes,Yes
839,Poodle,Small,Female,11.0,43.0,,,Hard_food,Blue_Buffalo,1.0,No,Yes,No,11.0,3.0,Moderate,0.0,40.0,Yes,No
840,Beagle,Small,Female,1.0,42.0,Spayed,,Home_cooked,Special,3.0,No,No,No,12.0,1.0,Moderate,,100.0,Yes,Yes
841,Australian_Shepherd,Medium,Female,9.0,51.0,,,Home_cooked,Special,2.0,No,Yes,No,10.0,3.0,Low,4.0,74.0,Yes,No
842,Great_Dane,Large,Male,4.0,54.0,Spayed,Moderate,Home_cooked,,3.0,Yes,No,No,10.0,0.0,Low,0.0,64.0,Yes,Yes
843,Golden_Retriever,Large,Male,2.0,48.0,,Moderate,Home_cooked,Special,6.0,No,Yes,Yes,11.0,1.0,Low,0.0,54.0,Yes,No
844,Australian_Shepherd,Medium,Female,1.0,44.0,,Active,Wet_food,Hills_Science,3.0,No,No,No,9.0,1.0,,4.0,62.0,Yes,Yes
845,Yorkshire_Terrier,Small,,8.0,54.0,Spayed,Active,Wet_food,Wellness,3.0,Yes,No,Yes,12.0,4.0,Very_Active,2.0,53.0,Yes,Yes
846,Doberman,Large,Male,11.0,44.0,,Very_Active,Hard_food,Iams,3.0,Yes,No,Yes,13.0,2.0,,2.0,62.0,Yes,No
847,Labrador_Retriever,Large,Male,10.0,41.0,,,Hard_food,Blue_Buffalo,3.0,No,Yes,No,,2.0,Moderate,1.0,67.0,Yes,No
848,Rottweiler,Large,Female,10.0,65.0,,Active,Hard_food,Pedigree,5.0,Yes,No,No,12.0,1.0,Active,1.0,45.0,Yes,Yes
849,Boxer,Medium,Male,3.0,53.0,,Active,Special_diet,,5.0,Yes,No,No,10.0,1.0,Active,,81.0,Yes,Yes
850,German_Shepherd,Large,Male,13.0,61.0,,Very_Active,Hard_food,Pedigree,0.0,No,Yes,No,11.0,1.0,,1.0,40.0,Yes,No
851,Yorkshire_Terrier,Small,Male,6.0,,Neutered,Very_Active,Hard_food,Hills_Science,2.0,Yes,Yes,No,11.0,2.0,Low,0.0,79.0,Yes,Yes
852,Labrador_Retriever,Large,Male,3.0,55.0,,,Hard_food,Nutro,3.0,No,No,No,10.0,2.0,Moderate,2.0,,Yes,Yes
853,Great_Dane,Large,Female,4.0,66.0,Spayed,Low,Home_cooked,Special,,No,No,,14.0,0.0,,1.0,75.0,Yes,Yes
854,Yorkshire_Terrier,Small,Female,4.0,75.0,,Low,Home_cooked,Special,2.0,Yes,Yes,No,12.0,1.0,Very_Active,2.0,43.0,Yes,Yes
855,Australian_Shepherd,Medium,Male,2.0,51.0,Neutered,Low,Wet_food,Wellness,4.0,No,No,No,13.0,2.0,Active,3.0,73.0,,Yes
856,Chihuahua,Small,Male,13.0,57.0,Spayed,Low,Home_cooked,Special,2.0,No,Yes,No,13.0,2.0,Low,2.0,70.0,Yes,Yes
857,Siberian_Husky,Medium,Male,8.0,53.0,Neutered,Active,Home_cooked,Special,3.0,Yes,Yes,Yes,13.0,1.0,,0.0,58.0,Yes,Yes
858,German_Shepherd,Large,Male,10.0,55.0,Spayed,Moderate,Hard_food,Blue_Buffalo,7.0,No,No,No,10.0,0.0,Moderate,1.0,55.0,Yes,Yes
859,Doberman,Large,Female,5.0,44.0,,,Special_diet,Royal_Canin,3.0,Yes,Yes,No,11.0,1.0,Very_Active,2.0,89.0,Yes,Yes
860,Beagle,Small,Male,13.0,56.0,Neutered,,Wet_food,Royal_Canin,2.0,No,No,No,10.0,2.0,Low,1.0,45.0,Yes,Yes
861,Great_Dane,Large,Male,4.0,64.0,,,Hard_food,Hills_Science,4.0,Yes,Yes,No,10.0,3.0,Very_Active,3.0,76.0,Yes,No
862,Yorkshire_Terrier,Small,Male,13.0,35.0,,Low,Home_cooked,Special,2.0,No,No,No,14.0,1.0,Moderate,1.0,69.0,Yes,Yes
863,Chihuahua,Small,Male,6.0,58.0,Spayed,Low,Hard_food,Purina,2.0,Yes,Yes,No,9.0,2.0,,0.0,50.0,Yes,No
864,Australian_Shepherd,Medium,Male,9.0,65.0,,Very_Active,Hard_food,Blue_Buffalo,2.0,No,No,No,10.0,4.0,Active,1.0,52.0,Yes,Yes
865,Doberman,Large,Male,6.0,47.0,Spayed,Very_Active,Home_cooked,Special,4.0,Yes,Yes,No,11.0,1.0,Low,4.0,63.0,Yes,Yes
866,Siberian_Husky,Medium,Female,13.0,50.0,Spayed,Low,Wet_food,Nutro,3.0,Yes,Yes,No,9.0,1.0,Very_Active,1.0,52.0,Yes,No
867,Poodle,Small,Female,13.0,50.0,Neutered,Low,Home_cooked,Special,1.0,No,No,No,9.0,2.0,Low,1.0,41.0,Yes,Yes
868,Australian_Shepherd,Medium,Male,7.0,84.0,Spayed,Active,Home_cooked,Special,2.0,No,No,No,9.0,1.0,,1.0,72.0,Yes,Yes
869,Siberian_Husky,Medium,Female,6.0,76.0,Neutered,Moderate,Wet_food,Iams,1.0,Yes,No,No,11.0,1.0,Active,1.0,63.0,Yes,Yes
870,,Small,Male,5.0,41.0,Neutered,Very_Active,Wet_food,Nutro,4.0,No,Yes,No,10.0,1.0,,0.0,57.0,Yes,Yes
871,German_Shepherd,Large,Female,7.0,44.0,Neutered,Low,Special_diet,Wellness,2.0,No,No,No,12.0,2.0,Very_Active,2.0,71.0,Yes,Yes
872,Bulldog,Medium,Male,1.0,69.0,Spayed,Low,Wet_food,Purina,1.0,Yes,Yes,Yes,12.0,2.0,Moderate,1.0,,Yes,No
873,Rottweiler,Large,Male,8.0,42.0,Neutered,Moderate,Wet_food,Iams,4.0,No,No,No,14.0,1.0,Moderate,0.0,74.0,,Yes
874,Chihuahua,Small,Female,9.0,38.0,Neutered,,Special_diet,Royal_Canin,4.0,Yes,No,No,11.0,4.0,Very_Active,2.0,46.0,Yes,Yes
875,Beagle,Small,Male,1.0,68.0,Neutered,Very_Active,Home_cooked,Special,0.0,Yes,Yes,No,14.0,0.0,,1.0,71.0,Yes,Yes
876,Poodle,Small,Male,9.0,38.0,Spayed,Very_Active,,Nutro,0.0,No,,No,12.0,2.0,Active,2.0,70.0,Yes,Yes
877,Dachshund,Small,Female,8.0,53.0,Neutered,Moderate,Hard_food,Purina,2.0,No,Yes,No,12.0,0.0,Moderate,1.0,45.0,Yes,Yes
878,Doberman,Large,Female,12.0,55.0,Spayed,Very_Active,Wet_food,Wellness,2.0,No,No,No,10.0,2.0,Very_Active,2.0,64.0,Yes,Yes
879,Boxer,Medium,Male,2.0,23.0,Spayed,Moderate,Special_diet,Purina,5.0,No,Yes,No,10.0,1.0,Moderate,1.0,62.0,Yes,Yes
880,Siberian_Husky,Medium,Female,4.0,40.0,Spayed,,Wet_food,Royal_Canin,3.0,Yes,Yes,No,11.0,1.0,Active,0.0,69.0,Yes,No
881,Dachshund,Small,Male,6.0,59.0,,Active,Wet_food,Pedigree,2.0,No,Yes,No,11.0,0.0,Low,2.0,51.0,Yes,Yes
882,Beagle,Small,Male,8.0,91.0,Neutered,Very_Active,Wet_food,Royal_Canin,3.0,No,No,No,11.0,1.0,Very_Active,2.0,62.0,Yes,Yes
883,German_Shepherd,Large,Male,12.0,57.0,Spayed,Low,Special_diet,Purina,4.0,Yes,No,No,9.0,2.0,Moderate,0.0,97.0,Yes,Yes
884,Beagle,Small,Female,1.0,14.0,,Low,Wet_food,Nutro,4.0,Yes,No,No,11.0,0.0,Very_Active,3.0,67.0,Yes,No
885,Chihuahua,Small,Male,5.0,41.0,Spayed,Very_Active,Wet_food,Nutro,4.0,Yes,No,No,13.0,2.0,Very_Active,3.0,64.0,Yes,Yes
886,Siberian_Husky,Medium,Male,2.0,33.0,,Moderate,Home_cooked,Special,2.0,Yes,Yes,No,10.0,,Low,4.0,67.0,Yes,Yes
887,Dachshund,Small,Male,5.0,32.0,Spayed,,Wet_food,Pedigree,3.0,Yes,Yes,No,11.0,0.0,Low,1.0,44.0,Yes,Yes
888,Boxer,Medium,Male,3.0,42.0,,Active,Wet_food,Pedigree,,Yes,No,No,11.0,,Moderate,2.0,70.0,Yes,Yes
889,Labrador_Retriever,Large,Female,6.0,59.0,Spayed,Low,Hard_food,Nutro,2.0,No,Yes,No,8.0,4.0,Moderate,2.0,69.0,Yes,Yes
890,Chihuahua,Small,Female,5.0,49.0,Neutered,Active,Home_cooked,Special,2.0,No,No,No,11.0,1.0,Very_Active,,57.0,Yes,Yes
891,Rottweiler,Large,Male,,86.0,Neutered,Low,Wet_food,Royal_Canin,1.0,Yes,No,No,11.0,2.0,,2.0,36.0,Yes,No
892,Siberian_Husky,Medium,Male,4.0,58.0,Spayed,,Wet_food,Royal_Canin,0.0,Yes,Yes,No,9.0,2.0,Active,2.0,35.0,Yes,Yes
893,Australian_Shepherd,Medium,Female,2.0,56.0,Neutered,Moderate,Wet_food,,,No,No,No,11.0,0.0,Active,1.0,59.0,Yes,Yes
894,Australian_Shepherd,Medium,Male,7.0,62.0,,Moderate,Hard_food,Iams,1.0,Yes,No,No,9.0,3.0,Very_Active,0.0,70.0,Yes,No
895,Golden_Retriever,Large,Male,9.0,46.0,Spayed,Active,Home_cooked,Special,5.0,Yes,No,No,12.0,,Moderate,2.0,64.0,Yes,Yes
896,Rottweiler,Large,Female,3.0,97.0,,Active,Special_diet,Blue_Buffalo,2.0,Yes,Yes,No,10.0,1.0,,1.0,,Yes,Yes
897,Yorkshire_Terrier,Small,Female,9.0,50.0,,Low,Home_cooked,Special,2.0,No,No,No,11.0,4.0,Active,0.0,70.0,Yes,No
